Username,Login_Hour,Day_Of_Week,Login_Status,Failed_Attempts,Login_Frequency,IP_Address,Device_Type,Browser,Label,Month,Day,Is_Weekend,Time_Period,High_Failed_Attempts
68,18,1,1,2,5,27.224.125.133,2,0,0,2,23,0,1,0
52,10,5,1,2,5,65.145.142.43,1,2,0,2,17,0,2,0
80,14,1,1,2,2,178.85.5.49,1,1,0,11,17,0,0,0
47,10,1,1,1,4,126.212.21.246,2,1,0,1,5,0,2,0
27,12,2,1,1,5,76.210.235.248,0,2,0,6,6,1,0,0
91,14,4,1,0,3,244.86.165.112,0,2,0,9,18,0,0,0
86,23,4,0,8,11,101.196.178.191,1,0,1,2,26,0,3,1
3,10,2,1,1,1,1.206.224.196,1,2,0,7,18,1,2,0
15,14,6,0,0,5,177.112.42.26,2,0,0,11,26,0,0,0
72,22,2,0,3,14,120.51.55.91,2,1,1,2,7,1,3,1
12,20,5,1,0,2,245.253.92.199,2,0,0,4,28,0,1,0
14,11,5,1,0,2,138.237.91.133,1,1,0,1,27,0,2,0
68,13,0,1,1,4,128.125.149.110,1,2,0,4,24,0,0,0
38,18,0,1,2,5,140.198.42.157,0,1,0,12,26,0,1,0
33,15,5,1,2,4,245.180.200.232,1,1,0,9,9,0,0,0
22,12,3,1,2,1,217.130.16.66,0,0,0,5,31,1,0,0
63,9,3,1,1,2,29.97.140.176,2,0,0,5,3,1,2,0
72,9,6,1,2,3,178.151.18.64,0,2,0,10,29,0,2,0
99,19,5,1,0,3,75.146.10.50,2,1,0,9,23,0,1,0
67,1,6,0,3,6,223.135.225.127,2,2,1,7,8,0,3,1
57,15,4,1,1,1,15.14.18.10,2,0,0,6,18,0,0,0
48,16,0,1,0,3,138.241.138.212,0,2,0,3,27,0,0,0
49,23,0,0,7,18,116.55.169.108,1,0,1,2,13,0,3,1
86,4,4,1,8,11,202.101.117.75,1,2,1,1,1,0,3,1
83,18,5,1,1,1,131.160.157.116,1,1,0,3,24,0,1,0
74,15,4,1,2,5,195.126.68.64,2,1,0,10,23,0,0,0
36,8,0,1,1,5,180.207.11.229,0,0,0,5,22,0,2,0
74,11,6,1,2,5,30.246.79.53,2,1,0,6,24,0,2,0
2,2,3,0,10,11,210.254.70.138,0,1,1,11,2,1,3,1
87,14,3,1,0,2,108.250.43.203,2,2,0,4,19,1,0,0
5,8,5,1,1,4,243.53.162.15,1,2,0,7,7,0,2,0
35,9,1,1,0,4,40.187.52.92,0,1,0,7,28,0,2,0
38,8,0,1,2,5,91.107.73.70,2,0,0,11,7,0,2,0
9,14,3,1,1,5,222.203.206.139,2,0,0,8,3,1,0,0
91,16,4,1,0,3,231.99.82.153,2,1,0,6,18,0,0,0
36,0,1,0,10,6,50.1.189.168,0,1,1,10,20,0,3,1
71,13,5,1,1,5,185.54.238.131,2,1,0,2,24,0,0,0
16,14,6,1,2,3,35.138.248.42,1,2,0,11,5,0,0,0
45,14,0,1,1,4,50.27.34.137,0,0,0,9,12,0,0,0
45,8,3,1,0,1,250.198.152.181,1,1,0,9,28,1,2,0
19,11,0,1,2,5,37.255.233.159,0,2,0,3,20,0,2,0
35,19,6,1,1,3,21.59.187.121,2,1,0,8,20,0,1,0
67,17,5,1,1,4,161.179.50.233,2,2,0,9,23,0,1,0
28,12,1,1,1,5,7.164.53.101,2,1,0,4,27,0,0,0
49,9,3,1,2,4,146.169.80.124,0,2,0,4,5,1,2,0
5,22,4,1,7,13,197.15.252.239,0,0,1,10,9,0,3,1
9,0,0,0,3,19,161.16.129.137,1,2,1,3,6,0,3,1
43,20,6,1,0,3,124.41.54.109,0,0,0,12,17,0,1,0
32,13,5,1,1,2,60.154.52.89,0,2,0,8,26,0,0,0
99,12,2,1,2,2,217.1.53.158,1,2,0,6,13,1,0,0
44,4,6,1,7,7,167.104.134.205,0,2,1,7,15,0,3,1
27,9,0,1,2,4,138.194.48.63,1,0,0,5,15,0,2,0
62,17,1,1,2,4,177.239.197.64,0,0,0,12,22,0,1,0
70,23,5,1,5,19,164.23.170.53,2,0,1,1,27,0,3,1
85,14,3,1,0,5,46.104.109.30,1,0,0,5,24,1,0,0
54,18,1,1,1,1,87.82.107.225,0,2,0,11,24,0,1,0
25,8,4,1,1,5,178.176.147.83,0,1,0,5,28,0,2,0
64,11,2,1,2,1,165.61.162.179,0,1,0,5,9,1,2,0
46,13,6,1,2,1,148.132.137.78,0,0,0,8,27,0,0,0
85,16,6,1,1,3,111.126.159.101,0,0,0,9,10,0,0,0
26,14,6,1,2,5,104.240.220.102,0,1,0,10,8,0,0,0
35,14,4,1,1,1,249.82.119.115,1,1,0,8,14,0,0,0
20,8,1,1,1,2,169.47.55.149,1,1,0,2,9,0,2,0
9,14,5,1,0,1,243.153.227.121,2,2,0,12,30,0,0,0
12,16,2,1,1,1,156.135.66.162,0,1,0,6,27,1,0,0
86,10,2,1,1,1,167.115.158.196,0,1,0,1,24,1,2,0
32,23,3,0,6,11,41.145.131.225,2,1,1,6,7,1,3,1
60,18,3,1,1,5,45.147.193.190,2,0,0,11,30,1,1,0
61,17,0,1,2,5,225.227.104.36,2,0,0,6,19,0,1,0
31,11,3,1,0,2,251.185.235.235,1,1,0,5,24,1,2,0
51,10,3,1,0,3,49.223.12.35,2,2,0,12,7,1,2,0
20,16,6,1,1,1,254.19.15.83,1,0,0,12,3,0,0,0
0,14,0,1,1,5,170.255.172.213,2,1,0,2,6,0,0,0
68,17,2,1,1,3,124.126.172.10,1,1,0,2,21,1,1,0
73,4,2,0,6,11,222.146.62.104,1,0,1,2,28,1,3,1
75,10,5,1,2,2,72.186.85.24,0,1,0,1,6,0,2,0
60,15,2,1,1,4,131.54.82.191,1,0,0,11,22,1,0,0
94,15,6,1,0,4,237.149.236.19,0,0,0,11,26,0,0,0
11,17,2,1,0,1,53.213.183.42,2,1,0,5,9,1,1,0
84,16,0,1,1,5,135.114.214.220,2,0,0,12,26,0,0,0
26,9,6,1,0,1,255.7.244.100,0,2,0,4,29,0,2,0
74,11,6,1,1,2,79.144.103.204,2,0,0,2,25,0,2,0
89,20,0,1,1,5,110.144.20.120,2,1,0,6,26,0,1,0
42,3,4,0,4,14,210.202.30.231,1,1,1,1,1,0,3,1
23,17,0,1,1,2,64.15.121.123,0,1,0,1,30,0,1,0
88,9,5,1,1,4,55.204.76.10,2,1,0,6,23,0,2,0
24,20,3,1,1,3,122.205.78.87,2,0,0,7,19,1,1,0
98,4,4,0,7,19,147.151.165.112,0,0,1,11,6,0,3,1
67,11,6,1,0,2,223.77.195.217,1,0,0,3,11,0,2,0
91,16,2,1,1,1,89.130.115.50,1,0,0,7,11,1,0,0
8,0,4,0,3,16,226.70.191.248,2,0,1,2,5,0,3,1
24,14,4,1,1,3,105.169.141.175,1,1,0,10,23,0,0,0
9,13,6,1,1,4,81.105.161.111,1,2,0,1,28,0,0,0
50,8,4,1,1,1,125.74.96.222,1,0,0,1,1,0,2,0
42,12,5,1,2,3,134.70.133.145,2,2,0,5,26,0,0,0
78,4,0,1,5,8,235.169.187.160,0,1,1,8,1,0,3,1
37,19,2,0,2,1,15.212.231.165,2,1,0,7,25,1,1,0
62,18,2,1,0,3,117.144.246.222,1,1,0,11,29,1,1,0
61,16,1,1,2,4,166.176.54.222,2,0,0,4,6,0,0,0
56,11,0,1,0,4,48.162.234.104,0,0,0,7,10,0,2,0
36,10,1,1,2,3,247.46.237.19,1,1,0,8,11,0,2,0
75,20,4,1,1,1,225.52.240.138,1,0,0,1,22,0,1,0
9,11,2,1,0,1,84.94.136.235,2,0,0,2,7,1,2,0
66,9,1,1,0,1,137.65.51.165,2,2,0,4,27,0,2,0
77,0,2,0,10,11,74.5.21.103,0,0,1,1,3,1,3,1
59,2,0,1,10,16,106.198.208.154,1,0,1,2,20,0,3,1
91,16,3,1,0,5,208.23.68.124,1,0,0,11,16,1,0,0
21,15,0,1,2,5,246.251.234.106,1,2,0,2,6,0,0,0
29,18,2,1,0,4,220.231.109.129,2,0,0,10,18,1,1,0
57,15,1,1,2,5,60.252.176.138,0,1,0,7,20,0,0,0
75,14,2,1,1,2,12.124.80.191,1,1,0,5,30,1,0,0
68,11,6,1,1,3,176.173.232.37,0,0,0,1,14,0,2,0
13,14,6,1,1,2,117.18.104.154,0,2,0,4,1,0,0,0
74,14,4,1,2,1,75.216.84.209,1,1,0,1,22,0,0,0
37,2,5,1,5,10,10.176.134.150,1,0,1,5,12,0,3,1
8,11,2,1,2,1,159.29.242.68,1,2,0,6,27,1,2,0
77,17,2,1,1,2,27.154.226.245,1,0,0,7,25,1,1,0
47,8,2,1,1,4,214.14.255.196,2,0,0,7,4,1,2,0
3,20,2,1,2,3,85.139.212.72,1,1,0,7,26,1,1,0
88,1,6,0,4,14,200.100.32.38,1,2,1,4,22,0,3,1
27,9,1,1,0,1,52.20.221.117,0,2,0,7,6,0,2,0
31,22,3,0,8,8,108.213.179.1,2,0,1,10,12,1,3,1
54,17,2,1,1,4,146.110.198.236,0,1,0,2,14,1,1,0
80,10,3,0,1,3,238.243.226.121,2,0,0,9,14,1,2,0
38,10,4,1,1,2,74.43.58.173,0,2,0,3,5,0,2,0
60,23,5,0,6,16,209.105.100.190,0,0,1,6,30,0,3,1
38,0,3,0,5,11,173.164.209.70,0,2,1,7,5,1,3,1
41,8,1,1,0,5,137.215.146.146,1,0,0,12,29,0,2,0
86,8,2,1,0,3,249.63.62.219,0,2,0,8,9,1,2,0
62,12,5,1,1,4,106.104.208.23,1,1,0,10,21,0,0,0
94,17,2,1,2,2,199.128.170.194,1,2,0,10,11,1,1,0
