Username,Login_Date,Login_Time,Login_Hour,Day_Of_Week,Login_Status,Failed_Attempts,Login_Frequency,IP_Address,Device_Type,Browser,Label
user_013,2025-09-16,09:19:50,9,Tuesday,Success,0,1,243.209.44.107,Laptop,Edge,Normal
user_016,2026-05-22,14:23:45,14,Friday,Success,1,3,71.199.65.209,Mobile,Edge,Normal
user_053,2026-05-31,11:01:02,11,Sunday,Success,2,1,151.195.66.99,Mobile,Edge,Normal
user_013,2025-08-09,19:01:31,19,Saturday,Success,0,1,66.117.146.150,Desktop,Firefox,Normal
user_051,2025-10-13,14:03:02,14,Monday,Success,0,5,31.109.106.185,Laptop,Firefox,Normal
user_057,2026-05-15,10:08:26,10,Friday,Success,0,4,100.2.61.138,Laptop,Firefox,Normal
user_013,2025-12-17,12:52:57,12,Wednesday,Success,2,4,210.33.247.150,Mobile,Chrome,Normal
user_034,2026-01-09,08:49:43,8,Friday,Success,2,5,147.80.188.17,Mobile,Firefox,Normal
user_030,2025-12-01,09:20:44,9,Monday,Success,2,5,207.169.31.196,Laptop,Edge,Normal
user_084,2025-12-29,16:59:18,16,Monday,Success,0,2,38.148.63.244,Desktop,Firefox,Normal
user_066,2026-05-30,00:46:09,0,Saturday,Success,3,18,210.41.101.143,Mobile,Chrome,Suspicious
user_094,2026-05-30,14:43:41,14,Saturday,Success,0,2,13.121.143.162,Mobile,Chrome,Normal
user_081,2025-12-22,15:52:54,15,Monday,Success,2,3,15.119.97.245,Desktop,Edge,Normal
user_092,2025-09-01,08:36:30,8,Monday,Success,1,5,220.143.179.158,Desktop,Edge,Normal
user_035,2025-10-25,13:32:01,13,Saturday,Success,0,4,106.25.44.207,Laptop,Edge,Normal
user_031,2026-05-02,11:12:32,11,Saturday,Failed,2,3,75.198.119.178,Desktop,Chrome,Normal
user_089,2026-03-10,09:21:04,9,Tuesday,Success,2,1,142.80.190.171,Desktop,Firefox,Normal
user_094,2026-04-30,13:43:16,13,Thursday,Success,1,2,247.147.246.203,Desktop,Firefox,Normal
user_030,2026-01-16,08:25:44,8,Friday,Success,1,4,82.180.23.16,Laptop,Edge,Normal
user_046,2026-05-05,04:33:09,4,Tuesday,Success,7,16,59.131.115.53,Mobile,Firefox,Suspicious
user_005,2026-01-20,22:40:01,22,Tuesday,Failed,8,16,160.139.31.180,Desktop,Edge,Suspicious
user_044,2025-08-22,13:48:08,13,Friday,Success,2,4,92.176.251.195,Laptop,Chrome,Normal
user_079,2025-08-31,10:48:39,10,Sunday,Success,2,4,186.150.127.173,Desktop,Firefox,Normal
user_079,2025-08-15,20:39:30,20,Friday,Success,0,4,6.29.4.42,Laptop,Edge,Normal
user_020,2025-10-16,16:13:33,16,Thursday,Success,2,4,60.247.215.49,Desktop,Chrome,Normal
user_037,2026-02-22,13:12:56,13,Sunday,Success,0,5,83.239.44.48,Desktop,Firefox,Normal
user_042,2026-02-10,17:00:05,17,Tuesday,Success,1,2,204.228.18.79,Mobile,Firefox,Normal
user_089,2025-10-16,18:11:28,18,Thursday,Success,0,3,8.87.198.169,Desktop,Chrome,Normal
user_042,2026-07-16,17:34:45,17,Thursday,Success,0,3,207.122.23.186,Mobile,Firefox,Normal
user_069,2025-10-11,15:07:41,15,Saturday,Success,0,3,111.37.147.241,Mobile,Chrome,Normal
user_065,2026-04-26,11:28:42,11,Sunday,Success,2,1,26.117.14.124,Desktop,Edge,Normal
user_011,2025-09-17,15:46:35,15,Wednesday,Success,2,5,34.66.119.233,Laptop,Chrome,Normal
user_053,2026-01-18,09:11:05,9,Sunday,Success,0,4,82.97.170.215,Desktop,Chrome,Normal
user_062,2025-10-04,09:30:32,9,Saturday,Success,1,4,232.167.13.80,Laptop,Edge,Normal
user_084,2026-07-19,22:01:11,22,Sunday,Failed,9,8,188.59.225.41,Laptop,Chrome,Suspicious
user_064,2026-07-11,19:22:05,19,Saturday,Success,1,5,172.72.33.110,Desktop,Chrome,Normal
user_040,2026-02-22,10:36:22,10,Sunday,Success,2,2,80.74.212.28,Laptop,Edge,Normal
user_007,2025-07-30,09:29:03,9,Wednesday,Success,0,4,193.20.10.12,Laptop,Firefox,Normal
user_018,2025-12-31,13:50:46,13,Wednesday,Success,0,1,88.120.204.108,Laptop,Chrome,Normal
user_023,2026-02-10,10:39:14,10,Tuesday,Success,0,5,88.74.142.96,Laptop,Chrome,Normal
user_083,2026-02-28,13:34:08,13,Saturday,Failed,1,2,40.67.86.138,Desktop,Chrome,Normal
user_004,2026-05-01,00:02:12,0,Friday,Success,9,14,38.8.2.112,Mobile,Edge,Suspicious
user_045,2026-03-25,18:32:04,18,Wednesday,Success,2,1,142.64.205.100,Desktop,Chrome,Normal
user_090,2026-06-19,19:22:10,19,Friday,Success,2,2,175.198.126.108,Mobile,Chrome,Normal
user_026,2026-01-12,16:27:51,16,Monday,Success,1,5,208.167.76.159,Desktop,Firefox,Normal
user_081,2026-05-05,15:46:34,15,Tuesday,Success,2,2,16.217.202.106,Mobile,Firefox,Normal
user_090,2026-01-28,02:41:25,2,Wednesday,Failed,9,18,50.225.80.177,Mobile,Firefox,Suspicious
user_059,2026-06-02,13:45:43,13,Tuesday,Success,1,3,167.239.246.203,Laptop,Firefox,Normal
user_018,2025-12-19,10:01:10,10,Friday,Success,2,1,166.142.99.41,Desktop,Chrome,Normal
user_047,2026-03-18,23:34:46,23,Wednesday,Failed,10,19,47.63.37.76,Mobile,Edge,Suspicious
user_044,2026-06-17,01:45:11,1,Wednesday,Failed,5,7,101.188.67.160,Laptop,Firefox,Suspicious
user_023,2026-01-10,10:48:23,10,Saturday,Success,0,2,37.225.159.229,Mobile,Chrome,Normal
user_081,2025-10-09,18:36:26,18,Thursday,Success,0,1,78.198.239.211,Mobile,Edge,Normal
user_047,2026-03-31,11:36:06,11,Tuesday,Success,0,4,177.152.43.249,Laptop,Firefox,Normal
user_067,2025-09-25,02:59:56,2,Thursday,Success,3,7,202.237.29.15,Laptop,Edge,Suspicious
user_097,2025-12-09,12:09:38,12,Tuesday,Success,0,5,26.165.48.151,Mobile,Chrome,Normal
user_050,2025-11-25,15:55:02,15,Tuesday,Success,1,2,90.252.110.204,Laptop,Chrome,Normal
user_041,2026-02-02,18:41:21,18,Monday,Success,2,4,118.119.204.249,Mobile,Chrome,Normal
user_097,2026-07-15,14:58:01,14,Wednesday,Success,0,5,239.166.103.125,Laptop,Firefox,Normal
user_057,2026-02-07,20:23:17,20,Saturday,Success,2,4,92.228.97.207,Mobile,Edge,Normal
user_011,2026-05-14,17:00:14,17,Thursday,Success,0,2,184.241.107.219,Mobile,Edge,Normal
user_037,2025-10-29,20:25:29,20,Wednesday,Success,2,4,136.36.3.113,Laptop,Chrome,Normal
user_002,2025-10-14,18:01:10,18,Tuesday,Success,2,4,199.84.187.48,Mobile,Edge,Normal
user_067,2026-03-23,12:06:23,12,Monday,Success,2,5,212.21.246.142,Desktop,Edge,Normal
user_029,2026-07-11,14:10:05,14,Saturday,Success,1,1,208.7.6.223,Laptop,Firefox,Normal
user_068,2026-01-20,12:36:46,12,Tuesday,Success,0,5,114.187.108.82,Laptop,Firefox,Normal
user_057,2026-01-15,20:25:31,20,Thursday,Success,1,1,7.85.220.181,Desktop,Edge,Normal
user_092,2025-10-07,15:43:48,15,Tuesday,Success,2,5,58.241.97.61,Desktop,Firefox,Normal
user_023,2025-07-28,22:47:44,22,Monday,Failed,6,8,111.3.112.175,Desktop,Chrome,Suspicious
user_099,2026-05-07,15:27:56,15,Thursday,Success,1,2,175.239.149.111,Mobile,Chrome,Normal
user_033,2025-10-24,10:32:36,10,Friday,Success,2,2,56.16.77.14,Mobile,Firefox,Normal
user_028,2026-07-23,14:48:48,14,Thursday,Success,1,3,189.209.104.252,Laptop,Firefox,Normal
user_027,2026-01-04,14:39:23,14,Sunday,Success,2,3,135.45.155.2,Desktop,Chrome,Normal
user_094,2026-06-13,20:49:09,20,Saturday,Success,1,4,246.90.124.171,Desktop,Edge,Normal
user_059,2025-11-13,16:39:29,16,Thursday,Success,0,5,26.74.132.2,Desktop,Firefox,Normal
user_047,2026-05-16,03:22:26,3,Saturday,Failed,3,11,253.82.117.150,Laptop,Firefox,Suspicious
user_091,2026-03-22,13:45:37,13,Sunday,Success,0,2,57.87.184.182,Desktop,Chrome,Normal
user_031,2025-08-05,15:15:10,15,Tuesday,Success,1,1,141.153.225.235,Laptop,Firefox,Normal
user_059,2025-11-28,12:02:44,12,Friday,Success,1,3,234.1.157.202,Mobile,Chrome,Normal
user_043,2026-07-10,15:22:02,15,Friday,Success,0,2,104.185.44.40,Desktop,Edge,Normal
user_008,2026-05-27,19:46:34,19,Wednesday,Success,1,2,94.219.131.89,Mobile,Firefox,Normal
user_052,2025-08-24,20:20:01,20,Sunday,Success,2,4,81.201.243.118,Desktop,Firefox,Normal
user_044,2025-08-12,19:04:26,19,Tuesday,Success,0,4,157.154.89.238,Mobile,Firefox,Normal
user_040,2025-10-14,17:12:47,17,Tuesday,Success,0,5,144.14.231.144,Mobile,Chrome,Normal
user_017,2026-05-31,12:29:35,12,Sunday,Success,1,1,9.131.229.34,Laptop,Chrome,Normal
user_025,2026-06-01,23:07:23,23,Monday,Failed,8,7,254.178.50.75,Laptop,Firefox,Suspicious
user_038,2025-07-28,23:58:05,23,Monday,Success,8,11,139.97.202.116,Mobile,Edge,Suspicious
user_050,2025-10-28,16:07:22,16,Tuesday,Success,1,4,120.243.46.14,Laptop,Edge,Normal
user_024,2026-01-02,11:59:10,11,Friday,Success,0,3,160.229.19.89,Desktop,Firefox,Normal
user_078,2026-05-01,14:47:26,14,Friday,Success,2,2,160.223.166.198,Laptop,Chrome,Normal
user_037,2026-05-08,12:31:34,12,Friday,Success,0,4,80.74.218.90,Desktop,Firefox,Normal
user_045,2025-12-01,02:53:53,2,Monday,Failed,4,17,202.232.234.210,Laptop,Edge,Suspicious
user_033,2025-11-21,03:46:19,3,Friday,Failed,8,17,2.1.135.133,Mobile,Firefox,Suspicious
user_027,2026-05-21,17:15:14,17,Thursday,Failed,1,2,116.168.50.183,Mobile,Edge,Normal
user_015,2026-01-08,12:23:38,12,Thursday,Success,0,3,253.248.75.86,Mobile,Chrome,Normal
user_006,2026-03-30,13:37:03,13,Monday,Success,2,1,35.119.80.151,Desktop,Chrome,Normal
user_015,2026-04-16,12:12:55,12,Thursday,Success,1,1,122.85.62.136,Mobile,Chrome,Normal
user_052,2026-07-22,19:20:27,19,Wednesday,Success,2,3,141.182.213.49,Desktop,Firefox,Normal
user_002,2025-08-31,10:27:07,10,Sunday,Success,1,5,132.118.141.127,Desktop,Chrome,Normal
user_032,2026-02-02,17:00:04,17,Monday,Success,2,1,84.233.40.12,Mobile,Edge,Normal
user_026,2026-07-15,08:29:24,8,Wednesday,Success,1,1,195.147.13.38,Laptop,Firefox,Normal
user_073,2026-05-09,10:48:30,10,Saturday,Failed,1,1,185.80.122.90,Mobile,Chrome,Normal
user_068,2026-07-14,13:28:21,13,Tuesday,Success,2,5,181.78.139.117,Desktop,Firefox,Normal
user_010,2026-04-10,14:31:37,14,Friday,Success,2,5,131.235.101.113,Laptop,Chrome,Normal
user_065,2026-07-05,19:21:22,19,Sunday,Success,2,4,59.14.10.143,Mobile,Edge,Normal
user_096,2026-05-26,08:02:06,8,Tuesday,Success,1,5,232.242.75.123,Laptop,Firefox,Normal
user_044,2026-03-24,19:28:19,19,Tuesday,Success,2,2,148.190.237.8,Laptop,Chrome,Normal
user_032,2025-11-26,19:56:01,19,Wednesday,Success,1,2,247.89.214.27,Laptop,Edge,Normal
user_043,2026-06-28,08:54:06,8,Sunday,Success,1,5,231.196.57.36,Desktop,Firefox,Normal
user_072,2025-09-18,12:07:32,12,Thursday,Success,1,1,166.192.142.159,Mobile,Chrome,Normal
user_014,2026-06-14,17:36:13,17,Sunday,Success,2,3,246.124.219.89,Laptop,Chrome,Normal
user_026,2025-08-04,09:58:34,9,Monday,Success,2,2,31.144.170.230,Desktop,Firefox,Normal
user_003,2025-09-26,11:04:41,11,Friday,Success,0,3,138.11.251.77,Laptop,Firefox,Normal
user_048,2025-10-29,13:46:57,13,Wednesday,Success,1,5,97.83.110.222,Mobile,Edge,Normal
user_017,2026-05-10,20:56:04,20,Sunday,Success,2,4,238.178.243.126,Desktop,Chrome,Normal
user_066,2026-01-29,11:27:03,11,Thursday,Success,2,5,173.234.231.43,Laptop,Edge,Normal
user_004,2026-02-20,08:46:34,8,Friday,Success,2,3,111.181.103.37,Desktop,Chrome,Normal
user_088,2025-10-29,12:04:09,12,Wednesday,Success,1,1,238.153.84.178,Mobile,Chrome,Normal
user_018,2026-04-05,15:26:51,15,Sunday,Success,2,2,16.137.208.150,Desktop,Firefox,Normal
user_059,2026-02-17,03:17:57,3,Tuesday,Success,5,11,226.101.181.216,Desktop,Firefox,Suspicious
user_061,2025-07-29,17:33:22,17,Tuesday,Success,1,2,123.139.72.195,Mobile,Firefox,Normal
user_023,2025-10-25,03:20:32,3,Saturday,Failed,7,16,37.244.214.131,Laptop,Edge,Suspicious
user_040,2025-10-23,16:46:30,16,Thursday,Success,1,5,67.253.151.143,Desktop,Chrome,Normal
user_061,2026-05-19,16:34:06,16,Tuesday,Success,0,2,136.186.27.145,Mobile,Chrome,Normal
user_075,2025-10-10,22:52:57,22,Friday,Failed,8,10,94.149.46.204,Laptop,Firefox,Suspicious
user_051,2025-09-05,16:27:41,16,Friday,Success,1,4,185.77.1.74,Laptop,Firefox,Normal
user_022,2026-07-24,18:07:28,18,Friday,Success,1,2,207.130.29.53,Mobile,Chrome,Normal
user_097,2025-11-21,23:07:34,23,Friday,Success,6,16,110.179.205.213,Desktop,Chrome,Suspicious
user_053,2026-07-22,02:43:01,2,Wednesday,Success,4,8,41.55.199.188,Mobile,Edge,Suspicious
user_039,2025-09-21,16:26:16,16,Sunday,Success,0,5,220.158.121.164,Desktop,Chrome,Normal
user_042,2026-03-07,16:49:19,16,Saturday,Success,1,2,106.49.141.181,Laptop,Chrome,Normal
user_062,2026-05-11,12:13:50,12,Monday,Success,1,3,46.119.65.101,Desktop,Edge,Normal
user_048,2025-09-26,18:25:47,18,Friday,Success,1,2,137.177.24.226,Laptop,Firefox,Normal
user_096,2025-08-20,19:33:26,19,Wednesday,Success,2,4,170.33.40.239,Laptop,Firefox,Normal
user_079,2025-12-16,08:32:34,8,Tuesday,Success,0,2,208.36.109.27,Mobile,Chrome,Normal
user_023,2025-08-14,10:46:50,10,Thursday,Success,0,5,162.36.229.154,Desktop,Firefox,Normal
user_038,2026-04-23,08:54:17,8,Thursday,Success,0,4,220.190.32.30,Desktop,Chrome,Normal
user_076,2025-11-17,01:52:42,1,Monday,Failed,6,9,210.247.70.179,Desktop,Firefox,Suspicious
user_031,2025-10-18,18:15:26,18,Saturday,Success,2,3,75.32.88.221,Mobile,Edge,Normal
user_058,2026-07-08,12:11:26,12,Wednesday,Success,1,4,188.227.217.30,Laptop,Edge,Normal
user_073,2026-06-12,10:16:23,10,Friday,Success,1,4,163.144.243.170,Desktop,Chrome,Normal
user_076,2026-03-05,23:35:52,23,Thursday,Failed,6,17,137.222.188.230,Desktop,Firefox,Suspicious
user_044,2026-01-21,09:06:33,9,Wednesday,Success,1,3,115.163.21.150,Laptop,Edge,Normal
user_035,2025-09-23,11:52:33,11,Tuesday,Success,0,3,212.12.238.37,Desktop,Edge,Normal
user_057,2026-04-23,08:49:17,8,Thursday,Success,0,1,77.89.51.125,Mobile,Edge,Normal
user_033,2026-02-18,17:45:02,17,Wednesday,Success,1,1,163.77.9.183,Mobile,Chrome,Normal
user_088,2025-11-01,08:21:18,8,Saturday,Success,0,4,29.176.134.14,Mobile,Edge,Normal
user_067,2026-01-01,10:58:56,10,Thursday,Success,2,5,86.151.18.107,Desktop,Edge,Normal
user_041,2026-04-04,13:37:11,13,Saturday,Success,2,1,35.108.205.193,Laptop,Chrome,Normal
user_076,2025-10-16,11:45:07,11,Thursday,Success,0,5,164.253.66.225,Mobile,Edge,Normal
user_059,2025-10-29,20:34:30,20,Wednesday,Success,2,2,149.20.120.148,Laptop,Edge,Normal
user_004,2026-03-05,16:21:58,16,Thursday,Success,2,4,236.99.25.215,Laptop,Firefox,Normal
user_060,2026-07-14,16:04:14,16,Tuesday,Failed,1,4,13.205.138.64,Desktop,Firefox,Normal
user_090,2025-10-06,08:05:26,8,Monday,Success,0,2,61.69.19.73,Laptop,Firefox,Normal
user_020,2026-03-22,09:52:50,9,Sunday,Success,2,1,196.113.5.138,Mobile,Firefox,Normal
user_039,2025-10-04,00:05:22,0,Saturday,Failed,4,20,138.6.139.175,Mobile,Chrome,Suspicious
user_054,2025-11-29,09:04:30,9,Saturday,Success,1,3,215.90.146.189,Mobile,Chrome,Normal
user_058,2026-01-24,09:48:12,9,Saturday,Success,0,1,51.7.176.17,Laptop,Firefox,Normal
user_095,2026-01-17,17:37:37,17,Saturday,Success,1,2,244.108.251.81,Laptop,Chrome,Normal
user_087,2025-12-06,13:40:46,13,Saturday,Success,2,5,135.186.149.70,Desktop,Firefox,Normal
user_022,2026-02-27,14:29:51,14,Friday,Success,1,4,26.67.194.125,Mobile,Chrome,Normal
user_034,2026-02-02,10:44:19,10,Monday,Success,2,5,182.212.226.248,Laptop,Chrome,Normal
user_036,2026-05-06,09:06:57,9,Wednesday,Success,2,2,200.118.56.89,Mobile,Firefox,Normal
user_036,2026-06-29,10:27:35,10,Monday,Success,2,5,124.58.37.225,Desktop,Firefox,Normal
user_067,2026-03-03,14:45:25,14,Tuesday,Success,0,1,95.189.131.75,Desktop,Edge,Normal
user_012,2025-11-06,00:49:48,0,Thursday,Failed,9,11,211.27.179.51,Laptop,Edge,Suspicious
user_013,2026-07-19,20:13:21,20,Sunday,Success,1,4,202.217.90.5,Desktop,Firefox,Normal
user_095,2026-07-14,08:51:16,8,Tuesday,Success,1,2,148.58.231.3,Mobile,Edge,Normal
user_066,2026-05-07,13:18:54,13,Thursday,Success,1,5,29.126.156.185,Mobile,Edge,Normal
user_059,2026-02-17,09:37:32,9,Tuesday,Success,1,2,215.128.215.87,Laptop,Firefox,Normal
user_021,2025-09-16,22:47:27,22,Tuesday,Failed,6,6,90.254.16.148,Mobile,Chrome,Suspicious
user_068,2025-12-31,11:28:52,11,Wednesday,Success,2,5,255.72.187.9,Desktop,Edge,Normal
user_036,2025-07-26,08:09:20,8,Saturday,Success,1,1,11.32.138.246,Mobile,Edge,Normal
user_098,2026-06-19,10:19:06,10,Friday,Success,0,2,62.135.246.190,Laptop,Firefox,Normal
user_081,2025-11-13,10:49:12,10,Thursday,Success,0,4,61.207.26.196,Laptop,Chrome,Normal
user_020,2026-03-13,11:54:45,11,Friday,Success,1,3,175.77.184.1,Desktop,Firefox,Normal
user_094,2025-12-19,20:06:14,20,Friday,Success,2,1,35.128.136.20,Laptop,Firefox,Normal
user_010,2025-12-12,14:19:46,14,Friday,Success,0,2,111.7.220.39,Desktop,Edge,Normal
user_041,2026-01-22,18:41:10,18,Thursday,Success,2,1,114.18.70.160,Desktop,Edge,Normal
user_014,2026-04-08,04:33:34,4,Wednesday,Failed,3,16,219.117.152.26,Mobile,Edge,Suspicious
user_001,2025-09-21,03:44:12,3,Sunday,Failed,9,9,14.13.33.151,Mobile,Firefox,Suspicious
user_082,2026-02-20,19:45:42,19,Friday,Success,1,2,253.64.24.249,Laptop,Edge,Normal
user_094,2025-10-26,15:20:24,15,Sunday,Success,0,1,73.22.3.68,Laptop,Chrome,Normal
user_036,2026-01-07,12:01:23,12,Wednesday,Success,0,4,251.79.83.95,Mobile,Chrome,Normal
user_003,2026-07-10,09:47:01,9,Friday,Success,0,5,50.108.182.223,Desktop,Chrome,Normal
user_093,2026-03-07,00:53:49,0,Saturday,Failed,4,11,64.60.103.147,Laptop,Firefox,Suspicious
user_089,2026-06-25,17:57:36,17,Thursday,Success,1,5,100.154.75.48,Mobile,Edge,Normal
user_065,2025-12-08,11:48:38,11,Monday,Success,0,2,127.168.62.252,Desktop,Firefox,Normal
user_093,2026-04-19,09:43:55,9,Sunday,Success,0,2,90.61.53.95,Mobile,Firefox,Normal
user_048,2026-04-28,04:57:53,4,Tuesday,Failed,5,6,68.14.7.175,Mobile,Edge,Suspicious
user_099,2026-06-20,17:39:07,17,Saturday,Success,2,3,112.207.45.242,Laptop,Edge,Normal
user_085,2026-04-25,17:41:18,17,Saturday,Success,2,1,231.75.113.48,Mobile,Chrome,Normal
user_046,2025-12-18,09:20:12,9,Thursday,Success,2,4,48.84.174.49,Mobile,Chrome,Normal
user_034,2025-09-09,15:41:48,15,Tuesday,Success,1,1,48.205.21.89,Laptop,Edge,Normal
user_086,2025-11-23,20:50:03,20,Sunday,Success,0,1,123.242.212.47,Laptop,Chrome,Normal
user_030,2026-03-20,16:39:27,16,Friday,Success,2,2,183.167.25.201,Laptop,Chrome,Normal
user_028,2025-09-19,08:40:01,8,Friday,Success,2,2,18.179.62.213,Mobile,Firefox,Normal
user_037,2026-06-08,13:52:56,13,Monday,Success,1,1,196.21.208.137,Laptop,Chrome,Normal
user_067,2025-09-18,14:07:11,14,Thursday,Success,0,5,154.153.121.84,Desktop,Edge,Normal
user_099,2025-10-11,09:11:03,9,Saturday,Failed,2,1,147.31.82.11,Mobile,Chrome,Normal
user_090,2026-02-21,20:38:15,20,Saturday,Success,1,1,219.137.200.117,Laptop,Edge,Normal
user_083,2025-09-14,19:11:20,19,Sunday,Success,0,4,243.254.154.245,Mobile,Edge,Normal
user_024,2026-07-17,04:19:48,4,Friday,Failed,5,16,29.224.148.15,Desktop,Chrome,Suspicious
user_040,2026-02-13,16:23:16,16,Friday,Success,0,3,27.198.178.239,Laptop,Chrome,Normal
user_079,2026-07-17,20:08:07,20,Friday,Success,1,3,55.108.122.212,Desktop,Edge,Normal
user_020,2026-02-13,12:27:31,12,Friday,Success,2,2,46.56.13.227,Desktop,Edge,Normal
user_060,2026-06-07,12:57:31,12,Sunday,Success,2,4,198.236.218.85,Mobile,Edge,Normal
user_069,2026-02-23,18:25:45,18,Monday,Success,2,5,27.224.125.133,Mobile,Chrome,Normal
user_053,2026-02-17,10:39:06,10,Tuesday,Success,2,5,65.145.142.43,Laptop,Firefox,Normal
user_081,2025-11-17,14:18:30,14,Monday,Success,2,2,178.85.5.49,Laptop,Edge,Normal
user_048,2026-01-05,10:43:24,10,Monday,Success,1,4,126.212.21.246,Mobile,Edge,Normal
user_028,2026-06-06,12:34:54,12,Saturday,Success,1,5,76.210.235.248,Desktop,Firefox,Normal
user_092,2025-09-18,14:06:37,14,Thursday,Success,0,3,244.86.165.112,Desktop,Firefox,Normal
user_087,2026-02-26,23:38:39,23,Thursday,Failed,8,11,101.196.178.191,Laptop,Chrome,Suspicious
user_004,2026-07-18,10:23:26,10,Saturday,Success,1,1,1.206.224.196,Laptop,Firefox,Normal
user_016,2025-11-26,14:28:28,14,Wednesday,Failed,0,5,177.112.42.26,Mobile,Chrome,Normal
